video_id,label,offset,length
26569,hard,85162,14
26570,hard,85176,34
27044,heart,85210,23
27046,heart,85233,37
27050,heart,85270,18
27051,heart,85288,19
27042,heart,85307,41
27056,heart,85348,38
27057,heart,85386,32
27043,heart,85418,27
28140,hour,85445,48
28143,hour,85493,28
28144,hour,85521,17
28145,hour,85538,36
28150,hour,85574,35
28138,hour,85609,47
28139,hour,85656,28
28311,humble,85684,18
28312,humble,85702,41
28314,humble,85743,22
28315,humble,85765,23
28319,humble,85788,35
28308,humble,85823,42
28309,humble,85865,17
28310,humble,85882,18
28423,hurry,85900,47
28424,hurry,85947,30
28425,hurry,85977,11
28426,hurry,85988,31
28436,hurry,86019,44
28429,hurry,86063,20
28430,hurry,86083,28
29143,improve,86111,21
29144,improve,86132,21
29145,improve,86153,23
65929,improve,86176,28
29136,improve,86204,38
29147,improve,86242,44
29137,improve,86286,32
29138,improve,86318,17
29139,improve,86335,44
30235,internet,86379,38
30239,internet,86417,31
30230,internet,86448,53
30242,internet,86501,52
30231,internet,86553,50
30232,internet,86603,35
30233,internet,86638,17
30234,internet,86655,19
69380,jump,86674,44
65983,jump,86718,31
31324,jump,86749,44
31315,jump,86793,18
31316,jump,86811,37
31320,jump,86848,17
31655,kill,86865,15
65992,kill,86880,31
31649,kill,86911,30
31660,kill,86941,59
31650,kill,87000,13
31651,kill,87013,16
31652,kill,87029,38
66017,law,87067,26
32447,law,87093,56
32458,law,87149,54
32448,law,87203,30
32449,law,87233,18
32450,law,87251,53
32452,law,87304,17
66106,match,87321,34
35119,match,87355,26
35120,match,87381,28
35121,match,87409,22
35126,match,87431,44
35114,match,87475,22
35115,match,87497,42
35116,match,87539,55
35369,meat,87594,44
66109,meat,87638,37
35360,meat,87675,44
35361,meat,87719,30
35362,meat,87749,16
35363,meat,87765,63
35364,meat,87828,54
35366,meat,87882,15
36050,milk,87897,20
36056,milk,87917,35
36046,milk,87952,38
36047,milk,87990,23
36048,milk,88013,49
36651,money,88062,18
36652,money,88080,54
36654,money,88134,22
66138,money,88156,29
36648,money,88185,37
36660,money,88222,38
36741,month,88260,45
66141,month,88305,33
36733,month,88338,38
36734,month,88376,43
36735,month,88419,21
36736,month,88440,55
36738,month,88495,10
36783,moon,88505,46
66142,moon,88551,37
36779,moon,88588,84
36791,moon,88672,41
36780,moon,88713,36
36781,moon,88749,38
36782,moon,88787,15
66151,move,88802,30
37102,move,88832,41
37086,move,88873,34
37087,move,88907,19
37089,move,88926,47
37093,move,88973,26
37094,move,88999,22
37085,move,89021,40
37097,move,89061,23
37098,move,89084,22
37790,near,89106,48
37784,near,89154,39
37794,near,89193,32
37796,near,89225,42
37785,near,89267,33
37786,near,89300,22
37787,near,89322,21
37788,near,89343,26
37789,near,89369,28
37993,nephew,89397,44
37984,nephew,89441,40
37985,nephew,89481,38
37986,nephew,89519,52
37987,nephew,89571,44
37989,nephew,89615,20
38293,nice,89635,47
38282,nice,89682,42
38283,nice,89724,32
38284,nice,89756,29
38285,nice,89785,48
38287,nice,89833,14
66171,niece,89847,35
38324,niece,89882,37
38315,niece,89919,40
38316,niece,89959,36
38317,niece,89995,42
38318,niece,90037,57
38320,niece,90094,17
38621,noon,90111,54
38632,noon,90165,46
38622,noon,90211,32
38623,noon,90243,24
38624,noon,90267,55
38626,noon,90322,23
38681,north,90345,74
38691,north,90419,47
38682,north,90466,40
38683,north,90506,29
38684,north,90535,15
38685,north,90550,40
38687,north,90590,19
38857,not,90609,53
38868,not,90662,37
38858,not,90699,32
38859,not,90731,33
38860,not,90764,12
38861,not,90776,40
38863,not,90816,23
39093,nurse,90839,19
39099,nurse,90858,45
39088,nurse,90903,39
39089,nurse,90942,41
39090,nurse,90983,50
39091,nurse,91033,48
69418,off,91081,33
39442,off,91114,47
39452,off,91161,40
39453,off,91201,39
39443,off,91240,48
39444,off,91288,37
39447,off,91325,17
39589,ok,91342,29
39596,ok,91371,44
39583,ok,91415,38
39584,ok,91453,36
39585,ok,91489,36
39592,ok,91525,11
39586,ok,91536,36
66270,patient,91572,29
41509,patient,91601,54
41506,patient,91655,30
41511,patient,91685,18
41516,patient,91703,40
41507,patient,91743,20
41508,patient,91763,19
41608,pay,91782,41
41592,pay,91823,28
41595,pay,91851,15
41596,pay,91866,34
41598,pay,91900,19
66271,pay,91919,35
41601,pay,91954,14
42246,perspective,91968,22
42247,perspective,91990,22
42248,perspective,92012,47
42251,perspective,92059,41
66281,perspective,92100,30
42252,perspective,92130,20
42253,perspective,92150,41
42256,perspective,92191,37
42243,perspective,92228,62
42245,perspective,92290,50
43938,potato,92340,42
66318,potato,92382,32
43929,potato,92414,38
43930,potato,92452,29
43931,potato,92481,17
43932,potato,92498,47
43933,potato,92545,36
43935,potato,92581,25
69450,sad,92606,38
48976,sad,92644,41
48978,sad,92685,14
48971,sad,92699,50
48983,sad,92749,47
48972,sad,92796,38
48973,sad,92834,18
48974,sad,92852,40
49334,saturday,92892,32
49335,saturday,92924,37
66428,saturday,92961,23
49338,saturday,92984,42
49328,saturday,93026,39
49329,saturday,93065,31
49330,saturday,93096,43
49378,save,93139,27
49379,save,93166,31
49380,save,93197,20
49371,save,93217,41
49383,save,93258,46
49384,save,93304,41
49372,save,93345,20
49374,save,93365,51
49658,scissors,93416,20
49659,scissors,93436,22
66433,scissors,93458,23
49663,scissors,93481,50
49653,scissors,93531,29
49654,scissors,93560,33
49655,scissors,93593,17
49656,scissors,93610,43
50058,secret,93653,29
50059,secret,93682,23
50061,secret,93705,16
66440,secret,93721,25
50053,secret,93746,38
50066,secret,93784,41
50054,secret,93825,16
50055,secret,93841,47
51128,shoes,93888,50
51140,shoes,93938,41
51129,shoes,93979,42
51130,shoes,94021,25
51131,shoes,94046,37
51133,shoes,94083,16
66468,shop,94099,22
51185,shop,94121,38
51177,shop,94159,50
51178,shop,94209,49
51180,shop,94258,33
51181,shop,94291,27
51708,silly,94318,26
51709,silly,94344,27
51710,silly,94371,17
66481,silly,94388,33
51712,silly,94421,49
51713,silly,94470,49
51703,silly,94519,51
51704,silly,94570,50
51705,silly,94620,18
51706,silly,94638,43
51886,sister,94681,37
51887,sister,94718,48
51889,sister,94766,14
66488,sister,94780,34
51883,sister,94814,35
51884,sister,94849,18
51885,sister,94867,22
69479,sleep,94889,49
52324,sleep,94938,39
52316,sleep,94977,37
52317,sleep,95014,17
52318,sleep,95031,44
52320,sleep,95075,30
53371,sorry,95105,25
66536,sorry,95130,30
53365,sorry,95160,59
53375,sorry,95219,38
53366,sorry,95257,55
53367,sorry,95312,40
53370,sorry,95352,21
55048,straight,95373,25
55050,straight,95398,30
66563,straight,95428,31
55043,straight,95459,30
55055,straight,95489,47
55056,straight,95536,47
55044,straight,95583,18
55045,straight,95601,34
69499,sweet,95635,46
56312,sweet,95681,20
56313,sweet,95701,21
56314,sweet,95722,15
66585,sweet,95737,25
56306,sweet,95762,26
56317,sweet,95788,38
56307,sweet,95826,30
56308,sweet,95856,19
56309,sweet,95875,38
56830,talk,95913,42
56813,talk,95955,13
56816,talk,95968,45
56811,talk,96013,67
56819,talk,96080,22
56820,talk,96102,23
56821,talk,96125,19
57306,temperature,96144,18
57307,temperature,96162,18
57300,temperature,96180,82
57313,temperature,96262,39
57301,temperature,96301,48
57302,temperature,96349,19
57303,temperature,96368,52
57304,temperature,96420,75
69501,tent,96495,52
57436,tent,96547,34
57447,tent,96581,38
57437,tent,96619,51
57438,tent,96670,18
57439,tent,96688,63
57441,tent,96751,19
57442,tent,96770,28
69502,thank you,96798,41
66598,thank you,96839,34
57655,thank you,96873,38
57667,thank you,96911,39
57656,thank you,96950,34
57657,thank you,96984,33
57659,thank you,97017,20
69505,think,97037,41
57982,think,97078,35
66609,think,97113,31
57973,think,97144,41
57974,think,97185,17
57975,think,97202,39
57977,think,97241,17
58300,throw,97258,26
66636,throw,97284,36
58293,throw,97320,55
58303,throw,97375,48
58294,throw,97423,24
58295,throw,97447,14
58296,throw,97461,31
69512,today,97492,37
58684,today,97529,17
58687,today,97546,40
58677,today,97586,36
58678,today,97622,39
58679,today,97661,35
58681,today,97696,24
58682,today,97720,21
58683,today,97741,17
59248,traffic,97758,57
59249,traffic,97815,40
59251,traffic,97855,20
59252,traffic,97875,21
66664,traffic,97896,36
59246,traffic,97932,49
60551,understand,97981,24
66704,understand,98005,29
60545,understand,98034,51
60546,understand,98085,21
60547,understand,98106,40
60548,understand,98146,39
60556,understand,98185,46
61062,use,98231,21
61056,use,98252,50
61070,use,98302,43
61057,use,98345,38
61058,use,98383,40
61920,voice,98423,24
61921,voice,98447,36
66736,voice,98483,22
61924,voice,98505,52
61914,voice,98557,63
61915,voice,98620,44
61916,voice,98664,18
61917,voice,98682,17
61918,voice,98699,35
61982,vomit,98734,15
61983,vomit,98749,67
61984,vomit,98816,39
61986,vomit,98855,15
61987,vomit,98870,15
61990,vomit,98885,49
61978,vomit,98934,58
61979,vomit,98992,42
61980,vomit,99034,11
61997,vote,99045,39
62000,vote,99084,18
62003,vote,99102,51
61992,vote,99153,50
61993,vote,99203,24
61994,vote,99227,20
61995,vote,99247,19
61996,vote,99266,25
62712,wednesday,99291,23
62713,wednesday,99314,36
66758,wednesday,99350,27
62717,wednesday,99377,43
62707,wednesday,99420,50
62708,wednesday,99470,40
62709,wednesday,99510,30
62710,wednesday,99540,46
62915,west,99586,39
66765,west,99625,21
62906,west,99646,50
62907,west,99696,41
62908,west,99737,32
62909,west,99769,21
62910,west,99790,37
62912,west,99827,15
69529,wet,99842,30
62930,wet,99872,38
66767,wet,99910,31
66766,wet,99941,26
62922,wet,99967,45
62923,wet,100012,68
62924,wet,100080,16
62925,wet,100096,44
62927,wet,100140,23
69532,when,100163,40
63072,when,100203,26
66773,when,100229,28
63066,when,100257,43
63077,when,100300,42
63067,when,100342,33
63069,when,100375,22
63070,when,100397,47
63113,which,100444,33
66775,which,100477,27
63104,which,100504,62
63105,which,100566,20
63106,which,100586,44
63108,which,100630,31
66789,win,100661,24
63468,win,100685,56
63478,win,100741,43
63469,win,100784,28
63470,win,100812,49
63471,win,100861,42
63473,win,100903,15
63760,word,100918,19
66803,word,100937,30
63752,word,100967,56
63763,word,101023,42
63753,word,101065,16
63754,word,101081,18
63755,word,101099,43
63756,word,101142,33
01442,afternoon,101175,39
65031,afternoon,101214,30
01433,afternoon,101244,35
01434,afternoon,101279,44
01435,afternoon,101323,31
01436,afternoon,101354,65
01438,afternoon,101419,19
65034,age,101438,27
01485,age,101465,36
01495,age,101501,38
01486,age,101539,19
01487,age,101558,44
01489,age,101602,25
01490,age,101627,16
02109,alone,101643,24
02110,alone,101667,23
65057,alone,101690,23
02112,alone,101713,54
02103,alone,101767,38
02104,alone,101805,28
02105,alone,101833,26
02106,alone,101859,59
02108,alone,101918,25
03062,appointment,101943,21
03063,appointment,101964,47
65087,appointment,102011,23
03055,appointment,102034,93
03056,appointment,102127,57
03057,appointment,102184,48
03058,appointment,102232,28
03059,appointment,102260,51
03060,appointment,102311,62
03061,appointment,102373,24
04186,australia,102397,35
04187,australia,102432,23
04188,australia,102455,22
04189,australia,102477,16
04190,australia,102493,59
65111,australia,102552,29
04193,australia,102581,17
04198,australia,102598,42
04184,australia,102640,33
04352,avoid,102673,45
65114,avoid,102718,25
04343,avoid,102743,43
04344,avoid,102786,17
04345,avoid,102803,58
04347,avoid,102861,17
04348,avoid,102878,19
04873,balloon,102897,16
04875,balloon,102913,52
65132,balloon,102965,23
65133,balloon,102988,25
04867,balloon,103013,49
04868,balloon,103062,26
04869,balloon,103088,26
04870,balloon,103114,57
04872,balloon,103171,18
65142,basement,103189,34
05204,basement,103223,48
05194,basement,103271,36
05195,basement,103307,22
05196,basement,103329,69
05198,basement,103398,29
69226,bear,103427,45
65155,bear,103472,29
05486,bear,103501,37
05487,bear,103538,56
05489,bear,103594,31
05484,bear,103625,40
05498,bear,103665,51
65171,believe,103716,30
65170,believe,103746,38
05853,believe,103784,32
05854,believe,103816,18
05855,believe,103834,17
05856,believe,103851,50
05858,believe,103901,28
06075,better,103929,52
65179,better,103981,28
06066,better,104009,50
06067,better,104059,47
06069,better,104106,24
06658,blind,104130,46
65209,blind,104176,28
06649,blind,104204,34
06650,blind,104238,38
06651,blind,104276,19
06652,blind,104295,57
06654,blind,104352,8
06655,blind,104360,14
65229,bored,104374,29
07196,bored,104403,24
07197,bored,104427,23
07198,bored,104450,15
07191,bored,104465,18
07203,bored,104483,47
07192,bored,104530,37
65240,bowl,104567,33
07371,bowl,104600,45
07382,bowl,104645,48
07372,bowl,104693,20
07373,bowl,104713,51
07375,bowl,104764,28
69244,box,104792,44
07424,box,104836,53
65244,box,104889,30
07417,box,104919,46
07418,box,104965,48
07420,box,105013,26
07421,box,105039,23
65247,bracelet,105062,22
07479,bracelet,105084,53
07470,bracelet,105137,43
07471,bracelet,105180,45
07472,bracelet,105225,19
07473,bracelet,105244,58
07475,bracelet,105302,26
07604,bread,105328,43
07595,bread,105371,54
07596,bread,105425,36
07597,bread,105461,19
07598,bread,105480,51
07600,bread,105531,25
07601,bread,105556,16
08595,cafeteria,105572,42
65284,cafeteria,105614,26
08587,cafeteria,105640,43
08588,cafeteria,105683,40
08589,cafeteria,105723,17
08590,cafeteria,105740,41
08592,cafeteria,105781,22
08593,cafeteria,105803,33
69258,car,105836,37
09234,car,105873,32
09237,car,105905,20
09238,car,105925,58
09244,car,105983,29
09249,car,106012,43
09235,car,106055,44
10400,chicken,106099,32
10405,chicken,106131,33
65349,chicken,106164,45
10397,chicken,106209,32
10412,chicken,106241,44
10450,child,106285,17
65351,child,106302,29
10443,child,106331,35
10453,child,106366,57
10444,child,106423,17
10445,child,106440,21
10446,child,106461,15
10447,child,106476,46
10449,child,106522,31
10631,choose,106553,26
10632,choose,106579,22
10634,choose,106601,22
10635,choose,106623,17
10636,choose,106640,17
10637,choose,106657,27
10641,choose,106684,45
10625,choose,106729,35
10777,church,106764,46
10769,church,106810,26
10770,church,106836,36
10771,church,106872,20
10772,church,106892,51
10774,church,106943,19
69280,cookie,106962,41
13179,cookie,107003,29
13172,cookie,107032,49
13182,cookie,107081,43
13173,cookie,107124,40
13174,cookie,107164,18
13175,cookie,107182,38
13177,cookie,107220,40
14287,cup,107260,54
14298,cup,107314,41
14288,cup,107355,20
14289,cup,107375,36
14291,cup,107411,26
14292,cup,107437,18
14466,cut,107455,45
14485,cut,107500,42
14467,cut,107542,11
14477,cut,107553,45
14478,cut,107598,36
14479,cut,107634,24
14481,cut,107658,20
14482,cut,107678,36
15099,decorate,107714,23
15100,decorate,107737,26
15101,decorate,107763,24
65451,decorate,107787,37
15103,decorate,107824,48
15093,decorate,107872,50
15094,decorate,107922,36
15095,decorate,107958,19
15096,decorate,107977,47
15166,deep,108024,43
65453,deep,108067,38
15157,deep,108105,57
15158,deep,108162,19
15159,deep,108181,19
15160,deep,108200,49
15162,deep,108249,26
15163,deep,108275,15
69292,deer,108290,46
15180,deer,108336,48
15171,deer,108384,49
15172,deer,108433,27
15173,deer,108460,40
15176,deer,108500,25
15177,deer,108525,23
15534,dentist,108548,16
65460,dentist,108564,41
15537,dentist,108605,51
15528,dentist,108656,36
15529,dentist,108692,41
15530,dentist,108733,48
15531,dentist,108781,37
15533,dentist,108818,17
69296,dirty,108835,46
16411,dirty,108881,43
16412,dirty,108924,43
65485,dirty,108967,23
16404,dirty,108990,43
16405,dirty,109033,35
16406,dirty,109068,41
16407,dirty,109109,34
16409,dirty,109143,26
16897,dive,109169,35
65495,dive,109204,45
16899,dive,109249,55
16890,dive,109304,50
16891,dive,109354,15
16892,dive,109369,17
16893,dive,109386,18
16894,dive,109404,20
16895,dive,109424,37
69301,down,109461,33
17436,down,109494,53
65526,down,109547,25
17428,down,109572,28
17429,down,109600,38
17430,down,109638,18
17431,down,109656,41
17433,down,109697,22
69304,dry,109719,32
17939,dry,109751,36
65549,dry,109787,23
17930,dry,109810,46
17931,dry,109856,27
17932,dry,109883,46
17933,dry,109929,45
17935,dry,109974,20
17936,dry,109994,15
69306,ear,110009,34
18161,ear,110043,42
65591,ear,110085,42
65590,ear,110127,24
18154,ear,110151,32
18155,ear,110183,20
18156,ear,110203,34
18158,ear,110237,12
18204,earn,110249,44
65594,earn,110293,24
18195,earn,110317,59
18196,earn,110376,15
18197,earn,110391,38
18199,earn,110429,19
18225,earring,110448,21
65595,earring,110469,35
18228,earring,110504,46
18219,earring,110550,44
18220,earring,110594,20
18221,earring,110614,17
65620,elephant,110631,33
18779,elephant,110664,43
18770,elephant,110707,34
18771,elephant,110741,53
18772,elephant,110794,20
18773,elephant,110814,39
18775,elephant,110853,19
19239,english,110872,54
65634,english,110926,37
19232,english,110963,50
19233,english,111013,38
19236,english,111051,22
19563,escape,111073,19
65644,escape,111092,30
19567,escape,111122,50
19557,escape,111172,34
19558,escape,111206,23
19559,escape,111229,22
19560,escape,111251,16
19561,escape,111267,52
20369,expensive,111319,24
20370,expensive,111343,16
20373,expensive,111359,43
20363,expensive,111402,44
20364,expensive,111446,35
20365,expensive,111481,20
20366,expensive,111501,16
20367,expensive,111517,43
20445,explain,111560,48
20435,explain,111608,56
20436,explain,111664,45
20437,explain,111709,22
20438,explain,111731,41
20440,explain,111772,27
20441,explain,111799,28
65689,fast,111827,23
21168,fast,111850,34
21187,fast,111884,40
21169,fast,111924,13
21172,fast,111937,11
65690,fast,111948,36
21175,fast,111984,30
65691,fast,112014,36
21182,fast,112050,17
21710,fight,112067,46
21695,fight,112113,28
21697,fight,112141,37
65711,fight,112178,23
21694,fight,112201,37
21704,fight,112238,24
21706,fight,112262,31
69323,find,112293,45
21858,find,112338,22
21859,find,112360,16
21863,find,112376,40
21852,find,112416,44
21853,find,112460,34
21854,find,112494,19
21855,find,112513,35
65732,fishing,112548,39
22141,fishing,112587,43
22132,fishing,112630,48
22133,fishing,112678,42
22134,fishing,112720,18
22135,fishing,112738,54
22499,floor,112792,23
22502,floor,112815,48
22492,floor,112863,31
22493,floor,112894,37
22494,floor,112931,14
22495,floor,112945,17
65748,fly,112962,37
22643,fly,112999,48
22645,fly,113047,50
22646,fly,113097,48
22627,fly,113145,40
22635,fly,113185,15
22636,fly,113200,15
22640,fly,113215,21
22723,follow,113236,44
65752,follow,113280,35
65751,follow,113315,23
22715,follow,113338,47
22716,follow,113385,22
22717,follow,113407,13
22718,follow,113420,41
22720,follow,113461,20
22721,follow,113481,22
69337,from,113503,45
23645,from,113548,44
65785,from,113592,38
23638,from,113630,60
23639,from,113690,20
23640,from,113710,33
23642,from,113743,22
69341,get,113765,47
24447,get,113812,44
65808,get,113856,35
24438,get,113891,47
24439,get,113938,20
24440,get,113958,52
24443,get,114010,23
26503,happen,114033,40
26494,happen,114073,45
26495,happen,114118,23
26496,happen,114141,25
26497,happen,114166,36
26499,happen,114202,23
27184,hello,114225,46
27172,hello,114271,35
27173,hello,114306,29
27177,hello,114335,16
27596,hit,114351,25
27591,hit,114376,15
27604,hit,114391,33
27592,hit,114424,22
27593,hit,114446,43
27595,hit,114489,21
28041,hospital,114510,27
28033,hospital,114537,35
28044,hospital,114572,37
28034,hospital,114609,43
28035,hospital,114652,16
28036,hospital,114668,53
28038,hospital,114721,40
28655,idea,114761,17
65918,idea,114778,27
28658,idea,114805,41
28648,idea,114846,68
28649,idea,114914,31
28650,idea,114945,15
28651,idea,114960,17
28652,idea,114977,33
69376,important,115010,45
29068,important,115055,18
65926,important,115073,27
29065,important,115100,43
29069,important,115143,48
29066,important,115191,31
29071,important,115222,19
29074,important,115241,42
30474,investigate,115283,35
30468,investigate,115318,74
30469,investigate,115392,58
30470,investigate,115450,17
30471,investigate,115467,18
30472,investigate,115485,42
30937,japan,115527,33
30941,japan,115560,13
30933,japan,115573,47
30946,japan,115620,50
30934,japan,115670,46
30935,japan,115716,19
30936,japan,115735,12
30978,jealous,115747,44
30979,jealous,115791,30
30983,jealous,115821,22
30984,jealous,115843,24
30985,jealous,115867,18
30988,jealous,115885,49
30974,jealous,115934,46
30975,jealous,115980,44
65994,king,116024,35
31730,king,116059,39
31740,king,116098,51
31731,king,116149,29
31732,king,116178,17
31733,king,116195,42
31735,king,116237,20
31775,kitchen,116257,21
31776,kitchen,116278,43
31778,kitchen,116321,25
65997,kitchen,116346,29
31785,kitchen,116375,39
31773,kitchen,116414,25
31774,kitchen,116439,20
32203,large,116459,31
32214,large,116490,49
32204,large,116539,29
32205,large,116568,19
32206,large,116587,17
32207,large,116604,47
32209,large,116651,25
66012,last year,116676,24
32293,last year,116700,47
32282,last year,116747,35
32283,last year,116782,36
32284,last year,116818,14
32285,last year,116832,77
32820,lemon,116909,43
66030,lemon,116952,25
66031,lemon,116977,25
66032,lemon,117002,27
66033,lemon,117029,27
32812,lemon,117056,43
32813,lemon,117099,27
32814,lemon,117126,44
66065,lettuce,117170,26
32972,lettuce,117196,47
32963,lettuce,117243,35
32964,lettuce,117278,31
32965,lettuce,117309,29
32966,lettuce,117338,47
32968,lettuce,117385,17
66104,marry,117402,36
34965,marry,117438,46
34956,marry,117484,32
34957,marry,117516,32
34958,marry,117548,18
34959,marry,117566,50
34961,marry,117616,24
35534,meeting,117640,48
35525,meeting,117688,32
35526,meeting,117720,34
35527,meeting,117754,16
35528,meeting,117770,52
35530,meeting,117822,29
66128,minute,117851,39
36249,minute,117890,15
36251,minute,117905,43
66127,minute,117948,30
36242,minute,117978,33
36243,minute,118011,34
36244,minute,118045,17
36245,minute,118062,44
36248,minute,118106,14
36266,mirror,118120,19
66129,mirror,118139,42
36269,mirror,118181,43
36260,mirror,118224,38
36261,mirror,118262,35
36262,mirror,118297,23
36263,mirror,118320,16
36264,mirror,118336,57
66131,miss,118393,37
36337,miss,118430,45
36342,miss,118475,17
36343,miss,118492,23
36335,miss,118515,54
36350,miss,118569,38
36351,miss,118607,37
36336,miss,118644,22
66140,monkey,118666,37
36687,monkey,118703,47
36678,monkey,118750,32
36679,monkey,118782,39
36680,monkey,118821,14
36681,monkey,118835,46
36683,monkey,118881,27
36866,morning,118908,39
36857,morning,118947,39
36858,morning,118986,40
36859,morning,119026,28
36860,morning,119054,37
36863,morning,119091,24
37001,motorcycle,119115,49
36992,motorcycle,119164,37
36993,motorcycle,119201,41
36994,motorcycle,119242,24
36995,motorcycle,119266,20
36996,motorcycle,119286,37
36998,motorcycle,119323,16
37851,necklace,119339,41
37852,necklace,119380,50
37853,necklace,119430,23
37854,necklace,119453,23
37855,necklace,119476,27
66162,necklace,119503,36
37859,necklace,119539,19
37864,necklace,119558,41
37850,necklace,119599,46
38092,never,119645,44
66166,never,119689,29
38084,never,119718,37
38085,never,119755,32
38086,never,119787,17
38087,never,119804,43
38089,never,119847,18
38186,newspaper,119865,46
38178,newspaper,119911,39
38179,newspaper,119950,56
38181,newspaper,120006,20
38345,night,120026,40
38336,night,120066,39
38337,night,120105,28
38338,night,120133,41
38341,night,120174,20
39853,onion,120194,16
39854,onion,120210,18
39857,onion,120228,44
39847,onion,120272,50
39848,onion,120322,30
39849,onion,120352,18
39850,onion,120370,17
39851,onion,120387,40
69426,people,120427,37
41931,people,120464,42
41922,people,120506,36
41923,people,120542,20
41924,people,120562,59
41927,people,120621,33
41942,pepper,120654,20
41943,pepper,120674,46
41945,pepper,120720,18
41938,pepper,120738,45
41939,pepper,120783,38
41940,pepper,120821,19
41941,pepper,120840,15
42423,phone,120855,34
42434,phone,120889,44
42424,phone,120933,38
42425,phone,120971,33
42428,phone,121004,16
42660,picture,121020,38
42651,picture,121058,51
42652,picture,121109,33
42653,picture,121142,17
42654,picture,121159,48
42656,picture,121207,14
66303,plus,121221,34
43339,plus,121255,45
43349,plus,121300,46
43340,plus,121346,22
43341,plus,121368,18
43342,plus,121386,31
43345,plus,121417,18
66304,point,121435,34
43461,point,121469,43
43462,point,121512,45
43444,point,121557,37
43445,point,121594,17
43446,point,121611,23
43447,point,121634,40
43443,point,121674,50
43452,point,121724,20
43689,poor,121744,43
43679,poor,121787,43
43680,poor,121830,39
43681,poor,121869,17
43682,poor,121886,52
43684,poor,121938,23
43834,possible,121961,22
43835,possible,121983,27
43836,possible,122010,24
66316,possible,122034,31
43839,possible,122065,43
43829,possible,122108,59
43830,possible,122167,42
43833,possible,122209,18
45762,quiet,122227,18
66365,quiet,122245,34
45757,quiet,122279,50
45767,quiet,122329,45
45758,quiet,122374,39
45759,quiet,122413,17
45760,quiet,122430,49
46001,rain,122479,47
66369,rain,122526,33
45993,rain,122559,49
45994,rain,122608,39
45995,rain,122647,14
45996,rain,122661,39
45998,rain,122700,20
46305,ready,122720,40
46288,ready,122760,39
46289,ready,122799,47
46291,ready,122846,17
46292,ready,122863,39
46293,ready,122902,35
46296,ready,122937,22
66374,ready,122959,23
46299,ready,122982,14
46300,ready,122996,21
47496,research,123017,35
66393,research,123052,24
47490,research,123076,88
47501,research,123164,48
47492,research,123212,18
47493,research,123230,17
47494,research,123247,50
49483,scared,123297,11
66432,scared,123308,23
49477,scared,123331,40
49487,scared,123371,50
49478,scared,123421,43
49479,scared,123464,22
49480,scared,123486,40
49482,scared,123526,18
49640,science,123544,52
49631,science,123596,68
49632,science,123664,47
49633,science,123711,42
49634,science,123753,25
49635,science,123778,45
49637,science,123823,40
49693,score,123863,33
49694,score,123896,48
49695,score,123944,43
49697,score,123987,19
49699,score,124006,24
49700,score,124030,24
66434,score,124054,24
49691,score,124078,52
49702,score,124130,20
49706,score,124150,53
49692,score,124203,41
50414,sentence,124244,19
50415,sentence,124263,18
50420,sentence,124281,51
50408,sentence,124332,32
50409,sentence,124364,26
50410,sentence,124390,25
50411,sentence,124415,45
69465,shape,124460,46
50845,shape,124506,44
50835,shape,124550,50
50836,shape,124600,19
50837,shape,124619,42
50838,shape,124661,72
50841,shape,124733,29
51916,sit,124762,26
51927,sit,124788,40
51917,sit,124828,17
51918,sit,124845,46
51919,sit,124891,33
51921,sit,124924,15
52515,slow,124939,45
66508,slow,124984,35
52506,slow,125019,66
52507,slow,125085,38
52508,slow,125123,25
52509,slow,125148,59
52510,slow,125207,48
52512,slow,125255,25
52720,snake,125280,39
66515,snake,125319,30
52711,snake,125349,56
52712,snake,125405,34
52713,snake,125439,18
52714,snake,125457,42
52716,snake,125499,26
52926,soap,125525,44
66522,soap,125569,35
52917,soap,125604,44
52918,soap,125648,35
52919,soap,125683,18
52920,soap,125701,49
52921,soap,125750,18
69482,soda,125768,42
53024,soda,125810,39
53025,soda,125849,21
53026,soda,125870,38
53028,soda,125908,12
53030,soda,125920,44
53700,speech,125964,16
53701,speech,125980,24
53696,speech,126004,69
53706,speech,126073,19
53707,speech,126092,33
53709,speech,126125,45
53710,speech,126170,48
53697,speech,126218,32
53698,speech,126250,19
53699,speech,126269,20
54444,star,126289,30
54437,star,126319,76
54447,star,126395,34
54438,star,126429,41
54439,star,126470,18
54440,star,126488,64
54443,star,126552,32
54828,stink,126584,44
66557,stink,126628,24
66558,stink,126652,38
54820,stink,126690,35
54821,stink,126725,22
54822,stink,126747,22
54823,stink,126769,43
54825,stink,126812,16
66573,struggle,126828,23
55308,struggle,126851,39
55299,struggle,126890,53
55300,struggle,126943,29
55301,struggle,126972,35
55302,struggle,127007,76
55304,struggle,127083,35
55321,stubborn,127118,40
66574,stubborn,127158,22
55313,stubborn,127180,44
55314,stubborn,127224,35
55315,stubborn,127259,19
55316,stubborn,127278,40
55318,stubborn,127318,17
66581,sunset,127335,50
55854,sunset,127385,54
55864,sunset,127439,46
55855,sunset,127485,22
55856,sunset,127507,20
55857,sunset,127527,63
55859,sunset,127590,18
55860,sunset,127608,24
56089,surgery,127632,15
56081,surgery,127647,27
56082,surgery,127674,50
56083,surgery,127724,28
56084,surgery,127752,21
56085,surgery,127773,22
56086,surgery,127795,48
57832,there,127843,17
57825,there,127860,39
57826,there,127899,26
